发布者ID,发布时间,发布来源,发布内容,收藏数,转发数,评论数,点赞数,verified_reason,description
沈阳晚报,05月23日14:22,来自微博视频号, 【#航拍长沙市民送别袁隆平长队#】5月23日上午，湖南长沙明阳山下，哀乐低回。自发冒雨前来的长沙市民排成长队，为袁老送别。很多人衣着黑衣或白衣，手持黄花，神情肃穆。#袁隆平院士遗体送别#仪式明日举行，一路走好！（封面新闻）L封面新闻的微博视频​​​,0,2,0,5,沈阳晚报官方微博,商务合作请加微信sywb_2020
金温江,05月24日08:36,, 【今天，一起#送别袁老#】24日上午，#袁隆平院士遗体送别#仪式在长沙举行。一起送送袁老最后一程：您的禾下乘凉梦，我们会接续努力！先生千古！​​​（人民日报）​​​,0,1,2,2,成都市温江区人民政府新闻办公室官方微博,这里是温江区人民政府新闻办公室微博，我们将及时给提供有关温江的各类信息，真诚倾听各方声音、搭建畅达的交流平台。有害信息举报电话：028-82760320
湖北经典音乐广播,05月23日09:09,来自iPhone客户端, #袁隆平母校师生雨中悼念老学长#【#西南大学袁隆平雕像前摆满鲜花#】袁隆平院士逝世后，母校西南大学举行悼念活动，送袁老最后一程。袁隆平1953年毕业于西南农学院（现西南大学），他曾捐资在母校设立“袁隆平奖学金”。老师和同学们冒雨聚集在校园内的袁隆平雕像前，排队献上鲜花表达沉痛缅怀之情。L新华网的微博视频  ,0,0,0,0,湖北经典音乐广播Fun music radio(FM103.8),覆盖 武汉FM103.8、荆州FM103.6、黄冈FM106.3、宜昌AM1143、咸宁FM88.1、赤壁FM102.7、通山FM96.8
银川检察,05月25日09:14,来自微博视频号, #睡前看一眼#【#沙画还原袁隆平的梦想#】“我有着一个梦，走在田埂上，它同我一般高，我拉着我最亲爱的朋友，坐在稻穗下乘凉……”这是袁老的梦。请放心，您的禾下乘凉梦，我们会接棒努力！致敬！送别！@检察日报L央视新闻的微博视频​,0,0,0,0,银川市人民检察院官方微博,银川市人民检察院是国家法律监督机关，在市委和上级人民检察院的领导下，依法履行法律监督职能，对银川市人民代表大会及其常委会负责并报告工作。
微博媒体,05月22日21:28,来自微博视频号, 【泪目怀念！#视频回顾袁隆平的90后追梦人生#】“我有两个梦，一个是禾下乘凉梦；第二个是杂交稻覆盖全球梦”…为了这两个梦，袁隆平毕生投身杂交水稻事业。天下田因你丰足，上亿人永无饥馑。此后每一缕升起的炊烟里，都有我们最深沉的追忆↓↓#您放心我们会好好吃饭#L人民日报的微博视频​,0,0,0,6,媒体微博合作官方账号,新浪微博媒体合作官方账号，本账号将作为微博与各媒体沟通，交流、合作的平台。媒体合作请 @媒体微博合作，或私信我们，谢谢！
临淄区图书馆,05月24日20:47,来自微博weibo.com, 发布了头条文章：《主题书单|致敬稻田里的守望者：袁隆平先生》O主题书单|致敬稻田里的守望者：袁隆平先生​,0,0,0,0,淄博市临淄区图书馆官方微博,临淄区图书馆官方微博。阅无止境，读领未来。
甘肃检察矿区分院,05月24日15:33,来自Android, 【辛识平：一稻济天下，肝胆两昆仑】这是让亿万中国人无比悲痛的一天——5月22日，“中国肝胆外科之父”吴孟超和“杂交水稻之父”袁隆平相继离世。一日之内痛失两位院士，人们的哀思如潮水般奔涌。他们的功勋，我们永远铭记。他们的精神，如同璀璨的星辰，守护着这片热土，照亮我们砥砺前行的漫漫征途……#这颗星永远不会陨落#L新华社的微博视频  ,0,0,1,0,,
安康政法,05月24日22:47,来自nova8Pro我由我掌镜, 【今天小稻穗送别袁爷爷】发现了吗，我们的微博名后面多了个小稻穗，这是种子的力量，是对袁老诚挚的送别。再说声再见，袁爷爷！#微博名后的小稻穗# #袁隆平遗体送别仪式#​​​,0,0,0,1,中共安康市委政法委员会官方微博,
安宁发布,05月24日09:44,来自360安全浏览器, #云南安宁#【永远怀念！#中国有位袁隆平#】禾下乘凉梦，仓满无饥恐。他用毕生心血，浇灌稻田飘香。今天，发条微博，再送袁老一程！粒粒皆辛苦，后辈不敢忘！#袁隆平遗体送别仪式#​#袁隆平的云南情#（央视新闻）​,0,0,0,0,中共安宁市委宣传部官方微博,★★生活就像泡温泉，把幸福与和谐沉淀为安祥与宁静，以千树红云的财富和一池碧玉的心灵，吟唱自己的轻松节奏。悠闲自在的温泉之乡，懂得收放自如的技…
武侯区环城生态区建设发展中心,05月24日19:33,来自搜狗高速浏览器, 【先生千古！湖南长沙#数万民众排长队送别袁隆平#】,0,0,0,0,四川省成都市武侯区环城生态区建设发展中心官方微博,
长三角铁路,05月24日22:00,来自微博weibo.com, #袁爷爷带着稻穗去找妈妈了#【袁隆平：稻子熟了，妈妈，我来看您了】“我#用一粒种子改变了世界#。我知道，这粒种子，是妈妈您在我幼年时种下的！”斯人斯言，触人心扉。而袁隆平这位大地赤子，也将梦想的种子，播撒在我们心田，生生不息。听这首取材于袁隆平原作的歌曲《稻子熟了》，以后每一年“稻花香里说丰年”，都是您啊......#送别袁老#via@新华网O袁隆平：妈妈，稻子熟了，我来看您了  ,0,38,4,11,中国铁路上海局集团有限公司官方微博,让飞驰的列车拉近你我距离；让温馨的服务相伴漫漫旅程。这里是中国铁路上海局集团有限公司官方微博，我们将竭诚为您提供丰富实用的服务资讯。欢迎您的关注！客服热线…
四川共青团,05月23日12:32,来自微博视频号, 零食“粉碎机”袁爷爷，我们都乖乖把饭吃光了！#袁隆平遗体送别仪式明天举行#L四川共青团的微博视频​,0,113,14,1755,共青团四川省委官方微博,青春四川，无“微”不至。“微”生活，“微”关爱，“微”幸福。一起和“小青”走进这个关注青年，热爱青年的大团体，我的“微”，你来“围”。
长江云官方微博,05月22日16:53,来自iPhone客户端, 【#共和国痛失袁隆平院士# #袁隆平生前给青少年的寄语#重温，铭记！】“知识是基础，汗水要实践。灵感是思想火花，思想火花人人有，不要放弃它。Chancefavorsthepreparedmind！”今天，重温这段袁老对青少年的寄语↓↓牢记袁爷爷的叮嘱，奋进自强！致敬，缅怀！L央视新闻的微博视频​​​,0,1,1,19,湖北广播电视台官方微博,长江云是湖北广播电视台官方微博
中国青年网,05月24日14:47,来自微博视频号, 【90后铁路职工沙画缅怀袁隆平：我也是农民的儿子，画了一整个通宵】5月24日，江苏南京，张庆恒是一名90后铁路工作者，得知袁隆平爷爷去世，他通宵绘制了3幅沙画，表达悼念之情。#90后小伙通宵绘制沙画缅怀袁隆平#张庆恒是农民的儿子，从小就会种水稻、割水稻。他表示，袁爷爷一生致力于他的两个梦，我们未谋其面先受其恩，他想用沙画的形式送上自己的哀思和敬意。#袁隆平遗体送别仪式# #中国人的故事#L中国青年网的微博视频  ,0,13,0,104,中国青年网法人微博,微博私信或关注中国青年网微信公众号（ID：youthzqw），直接对话小青！
河南手机报,05月24日07:39,来自iPhone12Pro, #今天送别袁隆平院士#禾下乘凉梦，仓满无饥恐；粒粒皆辛苦，后辈不敢忘。今天上午10：00袁隆平院士遗体送别仪式将举行，我们一起送别袁老#袁隆平遗体送别仪式今天举行#​,0,0,0,1,河南手机报官方微博,千万大报 如影随行
中青网校园通讯社,05月23日10:00,来自微博视频号, 【温暖又感动！#袁隆平作词的歌曲我有一个梦#】“我有着一个梦，走在田埂上，它同我一般高，我拉着我最亲爱的朋友，坐在稻穗下乘凉……”一生献给一片土地，只为坚守一个梦想，他坚信有一粒种子可以改变世界。聆听这首袁隆平作词的歌曲↓↓缅怀，纪念！#这颗星永远不会陨落#L人民日报的微博视频​,0,0,0,2,中国青年网校园通讯社,中国青年网校园通讯社官方微博。
沈阳消防,05月22日14:44,来自微博视频号, 痛别！“杂交水稻之父”袁隆平于今日13时07分在长沙逝世，享年91岁。多想再看到您的笑容，袁老一路走好！#袁隆平逝世# #袁隆平院士为中国带来了哪些变化#L沈阳消防的微博视频​,0,3,4,15,沈阳市消防支队官方微博,这是沈阳消防公布最新最权威的信息平台，主要以防火宣传、消防铁军、队伍建设、队站开放等一些列相关资讯！
中国侨网,05月23日19:44,, 【这一次，#外媒集体为袁隆平刷屏#：他的水稻研究，帮助养活了全世界】5月22日13时07分，“杂交水稻之父”、中国工程院院士、“共和国勋章”获得者袁隆平逝世，享年91岁。美联社、日本经济新闻等均报道了此消息↓↓↓网友：国士无双，怀念袁老！​​​,0,1,0,8,中国侨网官方微博,全球华侨华人的网上家园。
平凉市广播电视台,05月24日16:19,来自微博weibo.com, 天天学习丨总书记为何要求向袁隆平学习？O天天学习丨总书记为何要求向袁隆平学习？​,0,0,0,0,平凉市广播电视台官方微博,讲好平凉故事，传播平凉声音。这是了解平凉、认识平凉的视听平台与窗口，在这里发现感知大美平凉！
百色反邪,05月26日14:45,来自微博视频号, 【#为袁隆平拍照24年存500多张照片#：袁老喜欢格子条纹衣，拍照也喜欢摆pose】余佳桂因工作原因从1997年起，就与袁隆平接触，24年留下了500多张照片。她说，袁老最喜欢格子、条纹的衣服，每次拍照前都会整理一下摆个pose，态度非常和蔼，没有架子。#与袁隆平的每一张合影都很珍贵#L一手Video的微博视频  ,0,0,0,0,百色市防范和处理邪教问题领导小组办公室,
牙克石融媒,05月23日19:03,来自微博weibo.com, 【夜读丨“#袁爷爷我今天乖乖把饭吃光了#”】#共和国痛失袁隆平院士#°“袁爷爷，我今天乖乖把饭吃光了”​​​​@央视新闻,0,0,0,0,牙克石市融媒体中心官方微博,牙克石市融媒体中心官方微博
长沙晚报,05月22日19:15,来自微博视频号, #袁老最后一次看杂交稻#【#让袁爷爷最后看一眼杂交稻#】应家属要求，袁隆平灵车回到他长期工作的湖南杂交水稻工程技术研究中心绕行一周，让袁爷爷最后再看看他毕生钟爱的“杂交稻”。L辣视频的微博视频​,0,1,1,18,长沙晚报官方微博,长沙晚报，做中国一流的传媒。
莘庄莘事,05月24日10:52,来自搜狗高速浏览器, //@今日闵行:当我们遥望星空，编号为8117的“袁隆平星”，依然闪耀。,0,0,0,1,上海市闵行区莘庄镇人民政府官方微博,莘庄镇位于上海市中心城区西南部，是闵行区委、区政府所在地，区域面积19.12平方公里，截止2012年2月，镇内常驻人口约27.07万人，其中外来人口约占三成。莘庄镇党委、政府将带领全镇市民，以构建“实力、活力、平安、和谐”莘庄为目标，坚持“全面调结构、深度城市化”这一工作主线，充分发挥世博后续效应，深化共识，聚焦转型，关注民生，强化服务，进一步加大文明创建力度，不断探索创建工作新途径，把莘庄镇建设成现代化文明和谐新城区。
沸点视频,05月25日22:50,来自微博视频号, #广州夜空画出袁隆平#【#广州塔500架无人机悼念袁隆平#：风吹过稻田我们会想念你】5月25日，广东广州，海心沙广场上空举行无人机编队飞行活动，500架无人机化作稻菽千重浪、田间耕耘人，纪念“杂交水稻之父”袁隆平。无人机造型摆出袁老种稻画面，以及他的生前名言，获得共和国勋章等画面。点亮广州，点亮世界。@沸点壹刻2广州L沸点壹刻的微博视频  ,0,30,22,251,一点资讯旗下“沸点视频”官方微博,沸点，就在你身边。投稿方式：一点资讯APP-我-拍客中心
